season,week,game_id,gameday,player_id,player_name,position,team,opponent_team,is_home,spread_line,total_line,implied_team_total,depth_rank,likely_role,snap_pct_last,snap_pct_roll3,snap_pct_season,injury_status,injury_type,n_prior_games,n_prior_games_this_season,projection,low_80,high_80,model_projection,availability_note,game_status,actual_fp,scoring_profile,top_drivers
2026,3,2026_03_MIN_TB,2026-09-27,00-0039050,Payne Durham,TE,TB,MIN,1,-1.5,42.5,20.5,2.0,True,0.06,0.15,0.09,,,53,2,0.62,-0.02,0.99,0.62,,upcoming,,half_ppr,fp_roll=0 (-0.7); snap_pct_last=0.06 (-0.3); injury_analog_delta=-1.78 (-0.3)
2026,3,2026_03_PHI_CHI,2026-09-28,00-0039021,Roschon Johnson,RB,CHI,PHI,1,-4.5,41.5,18.5,3.0,False,0.01,0.0033333333333333335,0.005,,,46,2,0.61,-0.04,0.97,0.61,,upcoming,,half_ppr,fp_roll=0 (-0.5); depth_rank_filled=3 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0041490,Eli Heidenreich,RB,PIT,CIN,1,-3.5,42.5,19.5,3.0,False,0.0,0.02,0.02,,,2,2,0.61,-0.04,0.98,0.61,,upcoming,,half_ppr,fp_roll=0 (-0.5); depth_rank_filled=3 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0040208,Tahj Brooks,RB,CIN,PIT,0,-3.5,42.5,23.0,3.0,False,0.02,0.016666666666666666,0.025,,,19,2,0.61,-0.04,0.97,0.61,,upcoming,,half_ppr,fp_roll=0 (-0.5); depth_rank_filled=3 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_PHI_CHI,2026-09-28,00-0027973,Andy Dalton,QB,PHI,CHI,0,-4.5,41.5,23.0,2.0,True,1.0,0.5,0.0,,,160,2,0.61,-0.04,0.97,0.61,,upcoming,,half_ppr,fp_roll=0 (-1.5); position_code=0 (-0.9); fp_season_avg=0 (-0.6)
2026,3,2026_03_SEA_WAS,2026-09-27,00-0039355,Luke McCaffrey,WR,WAS,SEA,1,-7.5,40.5,16.5,7.0,True,0.0,0.3500000000000001,0.0,,,28,2,0.6,-0.05,0.96,0.6,,upcoming,,half_ppr,depth_rank_filled=7 (-2.0); fp_roll=0 (-0.4); snap_pct_last=0 (-0.3)
2026,3,2026_03_MIN_TB,2026-09-27,00-0038951,Sean Tucker,RB,TB,MIN,1,-1.5,42.5,20.5,3.0,False,0.0,0.043333333333333314,0.0,,,53,2,0.6,-0.04,0.97,0.6,,upcoming,,half_ppr,fp_season_avg=0 (-0.6); fp_roll=-0.133 (-0.5); depth_rank_filled=3 (-0.4)
2026,3,2026_03_NYJ_DET,2026-09-27,00-0038896,Jacob Saylors,RB,DET,NYJ,1,6.5,47.5,27.0,3.0,False,0.0,0.0,0.0,,,19,2,0.6,-0.05,0.96,0.6,,upcoming,,half_ppr,fp_roll=0 (-0.5); depth_rank_filled=3 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_LV_NO,2026-09-27,00-0039376,Spencer Rattler,QB,NO,LV,1,3.0,43.5,23.25,2.0,True,0.01,0.49,0.0,,,36,2,0.6,-0.05,0.96,0.6,,upcoming,,half_ppr,position_code=0 (-0.9); fp_roll=0 (-0.8); fp_season_avg=0 (-0.3)
2026,3,2026_03_TEN_NYG,2026-09-27,00-0037594,Julius Chestnut,RB,TEN,NYG,0,2.5,38.5,18.0,4.0,False,0.0,0.0,0.0,,,48,2,0.59,-0.06,0.95,0.59,,upcoming,,half_ppr,fp_roll=0 (-0.4); depth_rank_filled=4 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_LAC_BUF,2026-09-27,00-0034577,Kyle Allen,QB,BUF,LAC,1,7.0,50.5,28.75,2.0,False,0.13,0.08333333333333333,0.0,,,113,2,0.59,-0.05,0.96,0.59,,upcoming,,half_ppr,fp_roll=0 (-0.8); position_code=0 (-0.8); fp_season_avg=0 (-0.3)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0040930,Camden Brown,WR,DAL,BAL,1,-3.5,53.5,25.0,6.0,False,0.0,0.0,0.0,,,2,2,0.58,-0.07,0.95,0.58,,upcoming,,half_ppr,depth_rank_filled=6 (-2.4); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_LA_DEN,2026-09-27,00-0041399,CJ Daniels,WR,LA,DEN,0,-2.5,44.5,23.5,7.0,False,0.0,0.0,0.0,,,2,2,0.58,-0.07,0.94,0.58,,upcoming,,half_ppr,depth_rank_filled=7 (-2.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.3)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0041397,Kaden Wetjen,WR,PIT,CIN,1,-3.5,42.5,19.5,6.0,False,0.0,0.0,0.0,,,2,2,0.58,-0.07,0.94,0.58,,upcoming,,half_ppr,depth_rank_filled=6 (-1.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.3)
2026,3,2026_03_ARI_SF,2026-09-27,00-0041070,Reggie Virgil,WR,ARI,SF,0,8.5,47.5,19.5,7.0,False,0.0,0.0,0.0,,,2,2,0.58,-0.07,0.94,0.58,,upcoming,,half_ppr,depth_rank_filled=7 (-2.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.3)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0041398,Riley Nowakowski,RB,PIT,CIN,1,-3.5,42.5,19.5,,False,0.03,0.075,0.075,,,0,0,0.57,-0.08,0.94,0.57,,upcoming,,half_ppr,fp_roll=0 (-0.6); depth_rank_filled=9 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_SEA_WAS,2026-09-27,00-0040621,Montorie Foster Jr,WR,SEA,WAS,0,-7.5,40.5,24.0,5.0,False,0.0,0.0,0.0,,,2,2,0.57,-0.07,0.94,0.57,,upcoming,,half_ppr,depth_rank_filled=5 (-1.4); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_LAC_BUF,2026-09-27,00-0041443,Skyler Bell,WR,BUF,LAC,1,7.0,50.5,28.75,5.0,False,0.0,0.0,0.0,,,2,2,0.57,-0.08,0.93,0.57,,upcoming,,half_ppr,depth_rank_filled=5 (-2.4); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_SEA_WAS,2026-09-27,00-0040164,Jaylin Lane,WR,WAS,SEA,1,-7.5,40.5,16.5,6.0,False,0.15,0.14333333333333334,0.20500000000000002,Limited Participation in Practice,Groin,17,2,0.56,-0.08,0.93,0.56,,upcoming,,half_ppr,snap_pct_last=0.15 (-0.7); fp_roll=0.3 (-0.5); depth_rank_filled=6 (-0.4)
2026,3,2026_03_ARI_SF,2026-09-27,00-0036331,Devin Duvernay,WR,ARI,SF,0,8.5,47.5,19.5,6.0,False,0.0,0.0,0.0,,,92,2,0.56,-0.09,0.93,0.56,,upcoming,,half_ppr,depth_rank_filled=6 (-1.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.3)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0040876,Elijah Sarratt,WR,BAL,DAL,0,-3.5,53.5,28.5,5.0,False,0.0,0.0,0.0,,,2,2,0.56,-0.09,0.92,0.56,,upcoming,,half_ppr,depth_rank_filled=5 (-2.4); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_KC_MIA,2026-09-27,00-0038519,Nikko Remigio,WR,KC,MIA,0,-10.5,45.5,28.0,6.0,False,0.0,0.03000000000000001,0.0,,,22,2,0.56,-0.09,0.92,0.56,,upcoming,,half_ppr,depth_rank_filled=6 (-1.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_NYJ_DET,2026-09-27,00-0037524,Tay Martin,WR,DET,NYJ,1,6.5,47.5,27.0,5.0,False,0.0,0.03666666666666667,0.0,,,9,2,0.55,-0.1,0.91,0.55,,upcoming,,half_ppr,depth_rank_filled=5 (-1.3); fp_roll=0 (-0.4); snap_pct_last=0 (-0.4)
2026,3,2026_03_NYJ_DET,2026-09-27,00-0034270,Tyler Conklin,TE,DET,NYJ,1,6.5,47.5,27.0,3.0,False,0.06,0.17,0.095,,,135,2,0.54,-0.11,0.91,0.54,,upcoming,,half_ppr,fp_roll=0.367 (-0.6); snap_pct_last=0.06 (-0.4); fp_season_avg=0 (-0.3)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0040887,Josh Cuevas,TE,BAL,DAL,0,-3.5,53.5,28.5,4.0,False,0.09,0.09,0.09,,,2,2,0.54,-0.11,0.91,0.54,,upcoming,,half_ppr,fp_roll=0 (-0.6); fp_season_avg=0 (-0.3); snap_pct_last=0.09 (-0.2)
2026,3,2026_03_HOU_IND,2026-09-27,00-0036556,Brevin Jordan,TE,HOU,IND,0,-1.5,42.5,22.0,5.0,False,0.0,0.0,0.0,,,55,2,0.53,-0.12,0.89,0.53,,upcoming,,half_ppr,depth_rank_filled=5 (-0.5); fp_roll=0.3 (-0.3); fp_season_avg=0 (-0.3)
2026,3,2026_03_PHI_CHI,2026-09-28,00-0028986,Case Keenum,QB,CHI,PHI,1,-4.5,41.5,18.5,3.0,False,0.0,0.0,0.0,,,148,2,0.52,-0.13,0.88,0.52,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_KC_MIA,2026-09-27,00-0039824,Jared Wiley,TE,KC,MIA,0,-10.5,45.5,28.0,4.0,False,0.19,0.11666666666666665,0.0,,,26,2,0.52,-0.13,0.89,0.52,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.4); depth_rank_filled=4 (-0.3)
2026,3,2026_03_LV_NO,2026-09-27,00-0039518,Treyton Welch,TE,NO,LV,1,3.0,43.5,23.25,4.0,False,0.07,0.09333333333333334,0.09,,,5,2,0.5,-0.15,0.87,0.5,,upcoming,,half_ppr,fp_roll=0 (-0.6); fp_season_avg=0 (-0.3); snap_pct_last=0.07 (-0.3)
2026,3,2026_03_NE_JAX,2026-09-27,00-0040238,LeQuint Allen Jr.,RB,JAX,NE,1,3.0,46.5,24.75,3.0,False,0.15,0.11666666666666665,0.08499999999999999,Limited Participation in Practice,Hip,19,2,0.5,0.02,0.81,0.5,,upcoming,,half_ppr,fp_roll=0 (-0.6); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.3)
2026,3,2026_03_KC_MIA,2026-09-27,00-0041077,Justin Joly,TE,MIA,KC,1,-10.5,45.5,17.5,4.0,False,0.0,0.0,0.0,,,2,2,0.49,0.0,0.79,0.49,,upcoming,,half_ppr,fp_roll=0 (-0.4); depth_rank_filled=4 (-0.4); fp_season_avg=0 (-0.3)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0039796,Rasheen Ali,RB,BAL,DAL,0,-3.5,53.5,28.5,3.0,False,0.0,0.05333333333333334,0.0,,,31,2,0.49,0.01,0.79,0.49,,upcoming,,half_ppr,fp_season_avg=0 (-0.5); fp_roll=0 (-0.5); depth_rank_filled=3 (-0.5)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0036825,Feleipe Franks,TE,CAR,CLE,0,-2.5,42.5,22.5,4.0,False,0.06,0.05333333333333334,0.065,,,70,2,0.49,0.0,0.79,0.49,,upcoming,,half_ppr,fp_roll=0 (-0.6); fp_season_avg=0 (-0.3); snap_pct_last=0.06 (-0.3)
2026,3,2026_03_LA_DEN,2026-09-27,00-0041133,Dallen Bentley,TE,DEN,LA,1,-2.5,44.5,21.0,4.0,False,0.0,0.0,0.0,,,2,2,0.48,-0.01,0.78,0.48,,upcoming,,half_ppr,fp_roll=0 (-0.4); depth_rank_filled=4 (-0.4); fp_season_avg=0 (-0.3)
2026,3,2026_03_KC_MIA,2026-09-27,00-0038489,Ben VanSumeren,RB,KC,MIA,0,-10.5,45.5,28.0,,False,0.0,0.013333333333333334,0.02,,,22,2,0.47,-0.01,0.78,0.47,,upcoming,,half_ppr,depth_rank_filled=9 (-0.5); fp_roll=0 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_KC_MIA,2026-09-27,00-0041579,Seydou Traore,TE,MIA,KC,1,-10.5,45.5,17.5,3.0,False,0.0,0.0,0.0,Full Participation in Practice,Thumb,2,2,0.47,-0.01,0.77,0.47,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); snap_pct_last=0 (-0.2)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0033757,Robert Tonyan,TE,PIT,CIN,1,-3.5,42.5,19.5,3.0,False,0.03,0.03,0.03,,,114,2,0.46,-0.02,0.77,0.46,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); snap_pct_last=0.03 (-0.2)
2026,3,2026_03_NYJ_DET,2026-09-27,00-0036842,Kene Nwangwu,RB,NYJ,DET,0,6.5,47.5,20.5,4.0,False,0.33,0.17,0.0,Did Not Participate In Practice,Back,60,2,0.46,-0.02,0.77,0.46,,upcoming,,half_ppr,injury_severity=3 (-1.2); fp_roll=0.6 (-0.4); depth_rank_filled=4 (-0.3)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0041131,Carsen Ryan,TE,CLE,CAR,1,-2.5,42.5,20.0,3.0,False,0.02,0.01,0.01,,,2,2,0.45,-0.03,0.76,0.45,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); snap_pct_last=0.02 (-0.2)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0041116,Jack Endries,TE,CIN,PIT,0,-3.5,42.5,23.0,4.0,False,0.02,0.02,0.02,,,2,2,0.45,-0.03,0.76,0.45,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.3); snap_pct_last=0.02 (-0.2)
2026,3,2026_03_NE_JAX,2026-09-27,00-0041314,Tanner Arkin,TE,NE,JAX,0,3.0,46.5,21.75,4.0,False,0.0,0.0,0.0,,,2,2,0.45,-0.03,0.76,0.45,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.3); snap_pct_last=0 (-0.2)
2026,3,2026_03_MIN_TB,2026-09-27,00-0040215,Gavin Bartholomew,TE,MIN,TB,0,-1.5,42.5,22.0,3.0,False,0.0,0.0,0.0,,,2,2,0.45,-0.03,0.76,0.45,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); snap_pct_last=0 (-0.2)
2026,3,2026_03_NYJ_DET,2026-09-27,00-0040390,Jackson Meeks,TE,DET,NYJ,1,6.5,47.5,27.0,4.0,False,0.02,0.013333333333333334,0.01,,,4,2,0.45,-0.03,0.76,0.45,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.3); snap_pct_last=0.02 (-0.2)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0039356,Ja'Tavion Sanders,TE,CAR,CLE,0,-2.5,42.5,22.5,5.0,True,0.02,0.3733333333333333,0.0,,,35,2,0.43,-0.05,0.74,0.43,,upcoming,,half_ppr,fp_roll=0 (-0.4); depth_rank_filled=5 (-0.4); fp_season_avg=0 (-0.3)
2026,3,2026_03_TEN_NYG,2026-09-27,00-0040225,Thomas Fidone II,TE,NYG,TEN,1,2.5,38.5,20.5,3.0,False,0.0,0.06333333333333334,0.0,,,13,2,0.42,-0.06,0.73,0.42,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); depth_rank_filled=3 (-0.3)
2026,3,2026_03_LAC_BUF,2026-09-27,00-0039489,Hayden Rucci,TE,LAC,BUF,0,7.0,50.5,21.75,3.0,False,0.04,0.1733333333333333,0.0,,,5,0,0.42,-0.06,0.73,0.42,,upcoming,,half_ppr,depth_rank_filled=3 (-0.7); fp_roll=0 (-0.5); fp_season_avg=0 (-0.3)
2026,3,2026_03_NE_JAX,2026-09-27,00-0041084,Tanner Koziol,TE,JAX,NE,1,3.0,46.5,24.75,4.0,False,0.0,0.0,0.0,,,2,2,0.42,-0.06,0.73,0.42,,upcoming,,half_ppr,fp_roll=0 (-0.4); depth_rank_filled=4 (-0.4); fp_season_avg=0 (-0.3)
2026,3,2026_03_LA_DEN,2026-09-27,00-0041510,Max Klare,TE,LA,DEN,0,-2.5,44.5,23.5,5.0,False,0.0,0.0,0.0,,,2,2,0.41,-0.08,0.71,0.41,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.3); depth_rank_filled=5 (-0.2)
2026,3,2026_03_MIN_TB,2026-09-27,00-0041094,Bauer Sharp,TE,TB,MIN,1,-1.5,42.5,20.5,4.0,False,0.05,0.035,0.035,,,2,2,0.41,-0.08,0.71,0.41,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.3); snap_pct_last=0.05 (-0.2)
2026,3,2026_03_MIN_TB,2026-09-27,00-0037311,Ko Kieft,TE,TB,MIN,1,-1.5,42.5,20.5,3.0,False,0.0,0.08,0.01,,,56,2,0.41,-0.08,0.71,0.41,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.3); snap_pct_last=0 (-0.2)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0040203,Will Howard,QB,PIT,CIN,1,-3.5,42.5,19.5,3.0,False,0.0,0.0,0.0,,,10,2,0.39,-0.09,0.7,0.39,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_CIN_PIT,2026-09-27,00-0041565,Drew Allar,QB,PIT,CIN,1,-3.5,42.5,19.5,4.0,False,0.0,0.0,0.0,,,2,2,0.39,-0.09,0.7,0.39,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=4 (-0.4)
2026,3,2026_03_ARI_SF,2026-09-27,00-0041561,Carson Beck,QB,ARI,SF,0,8.5,47.5,19.5,3.0,False,0.0,0.0,0.0,,,2,2,0.38,-0.1,0.69,0.38,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_HOU_IND,2026-09-27,00-0035021,Ashton Dulin,WR,IND,HOU,1,-1.5,42.5,20.5,5.0,False,0.19,0.22666666666666666,0.19,Did Not Participate In Practice,Ankle,88,2,0.34,-0.15,0.64,0.34,,upcoming,,half_ppr,depth_rank_filled=5 (-1.1); fp_roll=0 (-0.5); injury_severity=3 (-0.5)
2026,3,2026_03_LV_NO,2026-09-27,00-0041099,Barion Brown,WR,NO,LV,1,3.0,43.5,23.25,4.0,False,0.03,0.055,0.055,Did Not Participate In Practice,Hamstring,2,2,0.34,-0.15,0.64,0.34,,upcoming,,half_ppr,injury_severity=3 (-0.7); fp_roll=0.15 (-0.6); depth_rank_filled=4 (-0.4)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0041092,Taylen Green,QB,CLE,CAR,1,-2.5,42.5,20.0,3.0,False,0.0,0.0,0.0,,,2,2,0.33,-0.15,0.63,0.33,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_LA_DEN,2026-09-27,00-0036879,Sam Ehlinger,QB,DEN,LA,1,-2.5,44.5,21.0,3.0,False,0.0,0.0,0.0,,,73,2,0.33,-0.15,0.64,0.33,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_NE_JAX,2026-09-27,00-0041123,Behren Morton,QB,NE,JAX,0,3.0,46.5,21.75,3.0,False,0.0,0.0,0.0,,,2,2,0.33,-0.16,0.63,0.33,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_CAR_CLE,2026-09-27,00-0041149,Haynes King,QB,CAR,CLE,0,-2.5,42.5,22.5,3.0,False,0.0,0.0,0.0,,,2,2,0.27,-0.21,0.57,0.27,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_SEA_WAS,2026-09-27,00-0040673,Jalen Milroe,QB,SEA,WAS,0,-7.5,40.5,24.0,3.0,False,0.02,0.02,0.0,,,19,2,0.27,-0.21,0.58,0.27,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); position_code=0 (-0.3)
2026,3,2026_03_LV_NO,2026-09-27,00-0037013,Zach Wilson,QB,NO,LV,1,3.0,43.5,23.25,3.0,False,0.05,0.08666666666666667,0.0,,,86,2,0.27,-0.21,0.57,0.27,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); position_code=0 (-0.3)
2026,3,2026_03_PHI_CHI,2026-09-28,00-0040891,Cole Payton,QB,PHI,CHI,0,-4.5,41.5,23.0,4.0,False,0.0,0.0,0.0,,,2,2,0.26,-0.22,0.57,0.26,,upcoming,,half_ppr,fp_roll=0 (-0.4); fp_season_avg=0 (-0.4); depth_rank_filled=4 (-0.4)
2026,3,2026_03_ARI_SF,2026-09-27,00-0040589,Kurtis Rourke,QB,SF,ARI,1,8.5,47.5,28.0,3.0,False,0.0,0.0,0.0,,,2,2,0.26,-0.22,0.56,0.26,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_LA_DEN,2026-09-27,00-0041568,Ty Simpson,QB,LA,DEN,0,-2.5,44.5,23.5,3.0,False,0.0,0.0,0.0,,,2,2,0.26,-0.22,0.57,0.26,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_KC_MIA,2026-09-27,00-0040906,Garrett Nussmeier,QB,KC,MIA,0,-10.5,45.5,28.0,3.0,False,0.0,0.0,0.0,,,2,2,0.26,-0.23,0.56,0.26,,upcoming,,half_ppr,fp_roll=0 (-0.5); fp_season_avg=0 (-0.4); depth_rank_filled=3 (-0.4)
2026,3,2026_03_BAL_DAL,2026-09-27,00-0040981,Joe Fagnano,QB,BAL,DAL,0,-3.5,53.5,28.5,3.0,False,0.0,0.0,0.0,,,2,2,0.24,-0.24,0.55,0.24,,upcoming,,half_ppr,fp_roll=0 (-0.5); depth_rank_filled=3 (-0.4); fp_season_avg=0 (-0.4)
2026,3,2026_03_ATL_GB,2026-09-24,00-0039146,Jayden Reed,WR,GB,ATL,1,4.5,43.5,24.0,2.0,True,0.03,0.25333333333333335,0.3,Out,Neck,43,2,0.0,0.0,0.0,0.1,ruled out on nflverse injury report -> 0,played,0.0,half_ppr,injury_severity=4 (-2.0); injury_analog_delta=-4.76 (-0.6); fp_season_avg=2.2 (-0.2)
